,reviews,ratings,days
72,"기존에 에어팟 2세대를 3년 넘게 사용하고 있는데배터리 성능이 많이 저하된 탓인지완충 후 노래를 들어도 1시간~1시간반이 지나면꺼지는 바람에 큰 맘먹고 에어팟 프로 2세대 구매했어요쿠팡에서 판매하는거라 정품 여부 관련해서조금 걱정이됐는데, 애플 공식 판매처라기에 믿고 구매했습니다☑️불량 확인하기- 에어팟 케이스를 닫았을 때 벌어짐이 없는지- 좌, 우 유닛 외관상 유격 확인- 아이폰에 연결하여 정품이 맞는지 확인하기- 에어팟 몇시간 충전 후 좌, 우 유닛 배터리 비교  ( 큰 차이가 나는 경우, 에어팟 본체 충전단자 불량일 수 있음)☑️ 장점- 노이즈 캔슬링( 외부 소음을 차단해주기때문에 헬스할 때나  소음이 많은 장소에서 통화, 영상시청할 때 정말 좋아요)- 공간음향(핸드폰으로 넷플릭스 드라마보다가 놀랐어요전 세대의 에어팟을 사용할 때 느껴보지못한 기능이라 그런지영상 시청할 때 조금 더 생동감있는 소리덕에개인적인 만족도가 꽤 높습니다)- 배터리 잔량 확인( 기존의 구형 에어팟의 경우, 본체를 열어봐야지만에어팟 유닛, 본체의 배터리 잔량을 확인할 수 있었는데에어팟 프로2세대는 사용하고 있더라도본체를 열지않고 핸드폰 배터리 위젯으로 한 번에 확인이 가능해서, 작지만 은근히 편리한 것 같습니다)- 다양한 이어팁 사이즈( 무선 이어폰 사용 시 귀가 아픈 경우가 있는데,다양한 사이즈의 이어팁도 같이 줘서 좋아요기본M사이즈 부착되어있고, 개인 귀 사이즈에 맞게 끼워서사용하시면 될 것 같아요)- 핸드폰 없이도 가능한 볼륨조절(기존에 사용하던 구형 2세대는 볼륨조절을 할 때반드시 핸드폰을 통해서만 조절이 가능했는데,이번에 구매한 제품은 핸드폰이랑 떨어져도귀에 사용 중인 유닛으로 볼륨조절이 가능해서 편리해요)☑️ 단점- 시중에 에어팟보다 더 저렴하고 노이즈 캔슬링이 되는 무선 이어폰도 있는데, 사용해본 적이 없어 비교는 어려우나음질을 중요시하고 예민하거나 늘 장시간 이용하는 분이 아니라면, 가격이 부담될 수 밖에 없을 것 같아요 ⭐️ 총평- 비싼만큼 좋다. 좋은건 맞지만 비싸긴 비싸다.  애플 제품을 사용하고있거나 좋아하면 고민은 사치일 뿐…  소리에 예민하거나 중요시 여긴다면 꽤 만족할 것이며,  이어폰을 자주, 장시간 사용하지 않는 사람이라면 굳이…?",5,2024.03.09
73,"2세대 오래 잘 쓰고 있었는데 노이즈캔슬링이 필요해서 구입했어요. 2세대보다 저음이 풍부하게 들리는데 개인적으로는 2세대가 더 좋으네요. 귓구멍이 매우 작은 편인데, 이어팁은 스몰쓰니 귀가아프지만 노이즈캔슬링이 잘되고, 엑스스몰쓰니 귀는 편한데 소음차단이 부족해서 매우몹시 고민되는 상황입니다.폰은 8핀인데 c핀이라 좀 불편한ㅜㅜ한줄평 ㅡ 노이즈캔슬링 훌륭합니다.",5,2024.03.09
74,개봉했던 건가 안에 먼지도 있고 주황색 각질 같은거도 있어요,1,2024.03.09
75,대학생 딸래미 주려고 구입했어요원래 고딩때부터 쓰던 에어팟이 있었는데 한쪽을 분실해서 한쪽으로만 듣고 다녔는데그 한쪽마저 요즘에 되다 안되다 했나보더라구요..근데 가격이 워낙비싸니 사달라고 말은 못하고 계속 한쪽만 끼고 다녔는데 요며칠 새학기에안끼고 다니길래 완전히 고장이 난건가싶어 몰래 깜짝 선물로 준비해서 줬더니 엄청좋아하네요 ㅎㅎ안그래도 전날 나머지 한쪽마저 완전히 고장나서 학교부터 집까지 걸어서 통학하는데음악못듣고 그냥 걸어다녔다고...제때 구입해서 선물한것같아 돈을 쓰고도 기분이 좋네요 ㅎㅎ고장없나 얼른 테스트해보라고 했더니 양쪽에 끼고 들으면서 간만에 느껴보는 먹먹함이라나..너무 좋아하는 딸래미를 보니 비싸게 샀지만 아깝지 않네요 ㅎㅎ학교까지 걸어서 통학하는 딸래미가 새학기에 좋아하는 음악들으며 즐거운 캠퍼스 생활이 되길바래봅니다^^,5,2024.03.09
76,충전할때 본체 스피커에 띵 소리 나는데 충전 다 완료돼면 띵소리가 나더라고요 위치 추적도 잘돼서 너무 좋았습니다 1세대보다 2세대가 돈주고 살정도에요!!,5,2024.03.09
77,조카 선물로 사줬더니 이모가 최고랍니다,5,2024.03.09
78,"안녕하세요 오늘은 에어팟 솔직후기 작성하겠습니다 애플유저딸이 사달라고 해서 샀는데요!밑에서부터 솔직후기 갑니다^^에어팟 프로는 탁월한 기능과 편의성을 결합하여 현존하는 무선 이어폰 중에서도 독보적인 위치를 차지하고 있습니당~ 우선, 빠른 배송은 구매 후 기대감을 높이고 소형이면서도 휴대하기 용이한 크기는 사용자들에게 편의를 제공하지용 특히, 자석이 내장된 케이스는 에어팟을 케이스에 넣을 때 안정감을 부여하고, 소지 시에는 손에 착 달라붙어 편리함을 더해줍니다!!가벼움과 소형 크기에도 불구하고 에어팟 프로는 뛰어난 음질을 제공합니다~ 착용 시 주변 소음을 효과적으로 차단하여 집중력을 높이고  특히 학습이나 업무 시 유용하게 사용됩니다! 또한, 끼고 있을 때 다른 소음이 거의 들리지 않아 자연스럽게 즐기기에 최적화되어 있답니다~^^에어팟 프로는 아이폰 유저들에게 특히 권장되는 제품입니다높은 가격을 지불해야하지만, 이는 그만큼의 성능과 기능을 구매자에게 제공하기 때문입니다^^ 애플 디바이스 간의 연동은 원활하게 이루어지고에어팟을 착용하면 휴대폰의 소리를 끈 채로 감상할 수 있어 생활의 편의성을 높여주지요!분실 우려를 해소하기 위한 찾기 기능과 배터리 확인은 일상 사용에서의 편의성을 높여주는 추가적인 장점으로 꼽힙니다^-^종합적으로, 에어팟 프로는 그 혁신적인 디자인과 높은 성능으로 무선 이어폰의 새로운 기준을 제시하고 있습니다^!^ 그 뛰어난 장점들은 특히 아이폰 사용자들에게 최적화되어 있어, 고급스러운 음악 청취 경험과 일상 생활의 편리함을 동시에 누릴 수 있게 해준답니다!제 에어팟 후기가 도움이 되셨을까요?읽어주셔서 감사들고 그럼 안녕히계세요!~^~^~",5,2024.03.08
79,배송도 빠르고 가격도 비슷해서 쿠팡에서 구매아이폰 15 시리드가 c타입으로 바뀌면서 에어팟도 같이C타입 통일시키고 싶어서 구매너무 좋음왜 진작 안바꿨는지 왜 대체!!! 기존에 프로 팔고 새로 구매했어요!핸드폰 충전기 에어팟 충전기 뭐 충전기 진짜 놀러라도 갈때면 충전기 선 챙기는 것도 일인데 너무 편합니다성능은 뭐 기존거랑 다른거 못느끼구요 일단 배터리가 더 오래가는것 같아요!!모두 c타입으로 통일하세욤!!!!!,5,2024.03.08
80,강원도로 스키타러 갔다가 기존에 쓰던 에어팟을 분실해서 이번에 pro로 구매해봤는데 만족스럽네요 !,5,2024.03.08
81,기본 3세대 사려다가 지인 추천으로 프로 구매했는데노이즈캔슬링 기능 정말 최고에요다음에 구매하더라도 프로로 살것같아오!비싼값하며 절대 구매 후해하지 않고 귀에 착용감도너무 좋아요,5,2024.03.07
82,비싸지만 돈값하네요 이뻐요 근데 활동할때마다 잡음?̄̈ 이들려요..,4,2024.03.07
83,기기는 ㄱㅊ보관좀 깔끔하게..해줘,3,2024.03.07
84,"여러분 에어팟 프로 고민하지 말고 구매하세요.다들 노이즈 캔슬링 노래 부를 때 저는 사실 딱히 관심 없었는데경험해 보니 왜 다들 그렇게 좋다고 극찬하는지 알았어요진짜 소음 없이 노래 들을 수 있고 노이즈 캔슬링뿐만 아니라공간 음향 이것도 미쳤어요 노래가 귀로 들리는 게 아니라머릿속에서 들리는 느낌! 프로 사용 전에는 에어팟 1세대 사용했었는데이제 그걸로는 노래 못 들을 것 같아요..ㅋㅋ진짜 삶의 질 향상 템♥.♥그리고 쿠팡에서 에어팟을 구매하게 된 건 아무래도모두가 그렇듯 가격이 더 저렴해서 구매하게 되었는데왜 더 저렴한지는 모르겠지만 기기에 문제없고 애플에서 구매하는것보다 배송이 훨씬 빨라서 좋아요 아 단점이라고 하면 대화인지 모드가 처음 설정하고 한번만 되더라구요,, 저만 그런건지,,원래 잘 활성화가 안되는건지는모르겠지만 이걸로 막 반품문의하고 어쩌구 저쩌구 하는게 더 귀찮아서 그냥 쓰고 있어요 ㅎㅎ그리고 없어도 딱히 상관 없는 문제라 패스~이거 제외하곤 에어팟 자체에서 버튼 누르는 기능이나 볼륨 조절하는 터치 기능이나 음질 자체는 완벽합니다 ♥다들 얼른 노이즈 캔슬링 경험하시길 바랄게요*함께 들어있는 충전단자가 양쪽으로 c타입이에요 아무래도 충전기 선 연결하는 부분이 c타입인건 다들 많이 안가지고 계실거라 에어팟 구매할때 충전기도 함께 구매하시는걸 추천합니다!그리고 사진에서 이어 팁 사이즈에 m이 없는 이유는 처음에 에어팟에 기본적으로 m사이즈 이어 팁이 착용되어 있어요!저는 리뷰 볼 때 왜 m사이즈는 없지.. 하면서 궁금했었어서 남겨봅니다..(ღˇ◡ˇ*)♡",5,2024.03.07
85,"음악은 잘 되는데…콩화할때 동굴음이 들여 아예 통화를 할수 없어교환하고 쓰는데, 두번째도 통화음질이 별루라네요30만원대 대비… 가성비가 많이 떨어진다 생각듭니다그 돈주고 왜 구입하는지 모르겠으나…젊은 친구들이 아이폰에 호구되는것 같아 많이 씁슬하네요ㅜㅜ",1,2024.03.07
86,블루투스 이어폰 중에서 가장 좋음 통화품질을 가지고 있고 노이즈 캔슬링 또한 매우 준수한 편입니다. 애플 제품에서도 당연히 탑수준이고 전체적으로 봐도 매우 괜찮습니다. 확실히 이전 세대보다 명확하게 들리며 블루투스 연결도 매우 정환한 편입니다.,5,2024.03.07
87,쿠팡은 정말 배송은 빨라서 좋은데 가격변동이 심해서 드릅게 짜증나요 ;;,5,2024.03.07
88,너무 사고 싶었는데 드디어 구매했네요!배송도 너무 빠르고 성능도 너무 좋아요!! 너무 만족입니다!,5,2024.03.07
89,역시 애플꺼 좋아요,5,2024.03.07
90,빠른배송! 저렴한가격!이보다 더할수 없이 너무 만족 스럽습니다,5,2024.03.07
91,막귀라 이어폰은 그냥 아무거나 썼는데...고민하다 고민하다~~ 버즈랑 아이팟이랑 고민하다가아이팟으로 질러버렸어요...솔직히 별로 기대하지 않았어요 뭐....어차피 비싼 이어폰이다~ 하고 샀는데받아서 사용하자 바로~ 오~~ 좋쿠나~ 했어요 ㅋㅋㅋㅋ원래 이어폰을 끼워도 주변에 소음이 잘들렸는데 끼우자 마자 바로 주변의 소음이 들리지 않아요 음질도 좋은것 같고 특히 발라드를 들을 땐 바로 느껴지더라구요,5,2024.03.07
92,"✔ 내돈내산의 주관적인 리뷰임을 알려드립니다. ✔✅제품명 : Apple 2023 에어팟 프로 2세대 USB-C 블루투스 이어폰✅AirPods Pro는 최신 기술을 활용하여사용자에게 이전과는 다른 청취 경험을 선사합니다.강화된 액티브 노이즈 캔슬링과 주변음 허용 모드는주변 환경에 맞춰 자동으로 조절되어편안하고 최적화된 청취 환경을 제공합니다.✅주변 소리도 들려주는 주변음 허용 모드AirPods Pro는 주변 소리를 들을 수 있는주변음 허용 모드를 갖추고 있어,사용자가 필요한 경우 주변 소리를 인식하고 소통할 수 있습니다.이것은 실생활에서 편리한 기능으로,사용자에게 안전하고 자유로운 청취 경험을 제공합니다.✅개인 맞춤형 공간 음향동적 머리 추적 기술을 활용하여AirPods Pro는 사용자의 머리를 따라 움직이는 사운드를 제공합니다.이는 마치 온몸을 휘감는 듯한 사운드를 만들어내어,개인 맞춤형 공간 음향을 구현합니다.✅터치제어AirPods Pro는 터치 제어 기능을 통해사용자가 손쉽게 음량을 조절하고미디어를 제어할 수 있습니다.이를 통해 휴대폰을 꺼내지 않고도편리하게 이어폰을 제어할 수 있습니다.✅방진 및 생활 방수 디자인AirPods Pro와 충전 케이스는먼지, 땀, 습기에 강한 방진 및생활 방수 디자인을 갖추고 있어,다양한 환경에서 안정적으로 사용할 수 있습니다.✅마지막으로, Apple Music 6개월 무료 제공AirPods Pro를 구매하면 Apple Music을6개월 동안 무료로 이용할 수 있습니다.AirPods Pro는 최신 기술과 편의 기능을 결합하여사용자에게 우수한 청취 경험을제공하는 탁월한 무선 이어폰입니다.제 리뷰를 읽어주셔서 감사합니다  ╰(✿´⌣`✿)╯♡제 솔직한 리뷰를 보시고 보다 현명하고 합리적인 소비 하시길 바랍니다( ๑ ❛ ڡ ❛ ๑ )❤√ 제 리뷰가 도움이 되셨다면 ""도움이 돼요"" 버튼 한번씩만 눌러주세요! √√ 항상 건강하시고 행복한 나날이 이어지셨으면 좋겠습니다 감사합니다 √",5,2024.03.06
93,막귀였는데 아이 에어팟으로 노래 들어 보곤고민없이 제꺼도 구입했네요 ㅎㅎㅎ삼성러버인데;;; 에어팟은 진짜 인정!!노이즈 캔슬링 진짜 지깁니다.한마디로 돈값하는 제품 ㅋㅋㅋ잘쓰겠습니다.남편도 사달라할듯^^;,5,2024.03.06
94,애플공식사이트에서 구매하면 박스 겉에 얇은 비닐포장된 채로 오는데 여기는 비닐포장이 없고 맨 박스채로만 담겨져 왔네요. 영 깨름칙해요.,2,2024.03.06
95,"갑자기 귀마개한거같이 조용해져서 좀 신기해요.여태 오픈형만 쓴 탓인지 소리가 흐리멍텅하게 들리고 음질이 좋은지 잘 모르겠어요.후기보면서 누가 뜯었던거, 짝짝이, 중고 오면 어쩌나 걱정 좀 했는데 뽁뽁이랑 완충제 포장해서 씰도 온전한 제품으로 잘 받았어요.에어팟2는 제품등록 수동으로 했었는데 이건 자동으로 되네요?기기이상은 1년까진 애케플 없어도 보증된다하니 잘 써보겟습니다.",4,2024.03.06
96,한번 분실했던터라 오래고민하다가 이왕 살꺼 입학전에 사자하고 급하게 주문했는데 반나절도 안돼 도착한거 같아요. 자정지나 인기척이있길래 나갔더니 벌써!!! 로켓배송 만세 사용하면서도 조호았던터라 상품에 대한 설명은 더이상 언급하지않아도 최고입니다. 똑같은건 역시나 고민이 돼서 1세대를 살까.. 디자인이 이뻐서 잠시고민도했는데 귀 모양때문은 1세대는 안맞고 이게 딱이더라구요. 이어폰끝실리콘도 디자인이3개나되서 자신에게 맞는걸로 교체해서 사용하시면 안빠지고 잘 사용할 수 있어요. 구입하시기전에 친구들꺼 껴보든지 매장가서 함 체험해보세요.,5,2024.03.06
97,너무 좋아요 노이즈캔슬링 처음 쓰는데 너무 편하고 밖에 소리 아무 소리도 안나요 ㅠ,5,2024.03.06
98,너무 좋아요잘들어가고 잘 들리고 음질도 좋고편한합니다선물용으로 구매했는데너무 좋아하네요^^,5,2024.03.06
99,일단 음질이 좋고 사용이 편리하네요. 아이폰에는 무조건입니다,5,2024.03.06
100,저렴한 날 잘 잡아서 구입하세요.,5,2024.03.06
