,reviews,ratings,days
58,"여러분 에어팟 프로 고민하지 말고 구매하세요.다들 노이즈 캔슬링 노래 부를 때 저는 사실 딱히 관심 없었는데경험해 보니 왜 다들 그렇게 좋다고 극찬하는지 알았어요진짜 소음 없이 노래 들을 수 있고 노이즈 캔슬링뿐만 아니라공간 음향 이것도 미쳤어요 노래가 귀로 들리는 게 아니라머릿속에서 들리는 느낌! 프로 사용 전에는 에어팟 1세대 사용했었는데이제 그걸로는 노래 못 들을 것 같아요..ㅋㅋ진짜 삶의 질 향상 템♥.♥그리고 쿠팡에서 에어팟을 구매하게 된 건 아무래도모두가 그렇듯 가격이 더 저렴해서 구매하게 되었는데왜 더 저렴한지는 모르겠지만 기기에 문제없고 애플에서 구매하는것보다 배송이 훨씬 빨라서 좋아요 아 단점이라고 하면 대화인지 모드가 처음 설정하고 한번만 되더라구요,, 저만 그런건지,,원래 잘 활성화가 안되는건지는모르겠지만 이걸로 막 반품문의하고 어쩌구 저쩌구 하는게 더 귀찮아서 그냥 쓰고 있어요 ㅎㅎ그리고 없어도 딱히 상관 없는 문제라 패스~이거 제외하곤 에어팟 자체에서 버튼 누르는 기능이나 볼륨 조절하는 터치 기능이나 음질 자체는 완벽합니다 ♥다들 얼른 노이즈 캔슬링 경험하시길 바랄게요*함께 들어있는 충전단자가 양쪽으로 c타입이에요 아무래도 충전기 선 연결하는 부분이 c타입인건 다들 많이 안가지고 계실거라 에어팟 구매할때 충전기도 함께 구매하시는걸 추천합니다!그리고 사진에서 이어 팁 사이즈에 m이 없는 이유는 처음에 에어팟에 기본적으로 m사이즈 이어 팁이 착용되어 있어요!저는 리뷰 볼 때 왜 m사이즈는 없지.. 하면서 궁금했었어서 남겨봅니다..(ღˇ◡ˇ*)♡",5,2024.03.07
59,"음악은 잘 되는데…콩화할때 동굴음이 들여 아예 통화를 할수 없어교환하고 쓰는데, 두번째도 통화음질이 별루라네요30만원대 대비… 가성비가 많이 떨어진다 생각듭니다그 돈주고 왜 구입하는지 모르겠으나…젊은 친구들이 아이폰에 호구되는것 같아 많이 씁슬하네요ㅜㅜ",1,2024.03.07
60,블루투스 이어폰 중에서 가장 좋음 통화품질을 가지고 있고 노이즈 캔슬링 또한 매우 준수한 편입니다. 애플 제품에서도 당연히 탑수준이고 전체적으로 봐도 매우 괜찮습니다. 확실히 이전 세대보다 명확하게 들리며 블루투스 연결도 매우 정환한 편입니다.,5,2024.03.07
61,쿠팡은 정말 배송은 빨라서 좋은데 가격변동이 심해서 드릅게 짜증나요 ;;,5,2024.03.07
62,너무 사고 싶었는데 드디어 구매했네요!배송도 너무 빠르고 성능도 너무 좋아요!! 너무 만족입니다!,5,2024.03.07
63,역시 애플꺼 좋아요,5,2024.03.07
64,빠른배송! 저렴한가격!이보다 더할수 없이 너무 만족 스럽습니다,5,2024.03.07
65,막귀라 이어폰은 그냥 아무거나 썼는데...고민하다 고민하다~~ 버즈랑 아이팟이랑 고민하다가아이팟으로 질러버렸어요...솔직히 별로 기대하지 않았어요 뭐....어차피 비싼 이어폰이다~ 하고 샀는데받아서 사용하자 바로~ 오~~ 좋쿠나~ 했어요 ㅋㅋㅋㅋ원래 이어폰을 끼워도 주변에 소음이 잘들렸는데 끼우자 마자 바로 주변의 소음이 들리지 않아요 음질도 좋은것 같고 특히 발라드를 들을 땐 바로 느껴지더라구요,5,2024.03.07
66,"✔ 내돈내산의 주관적인 리뷰임을 알려드립니다. ✔✅제품명 : Apple 2023 에어팟 프로 2세대 USB-C 블루투스 이어폰✅AirPods Pro는 최신 기술을 활용하여사용자에게 이전과는 다른 청취 경험을 선사합니다.강화된 액티브 노이즈 캔슬링과 주변음 허용 모드는주변 환경에 맞춰 자동으로 조절되어편안하고 최적화된 청취 환경을 제공합니다.✅주변 소리도 들려주는 주변음 허용 모드AirPods Pro는 주변 소리를 들을 수 있는주변음 허용 모드를 갖추고 있어,사용자가 필요한 경우 주변 소리를 인식하고 소통할 수 있습니다.이것은 실생활에서 편리한 기능으로,사용자에게 안전하고 자유로운 청취 경험을 제공합니다.✅개인 맞춤형 공간 음향동적 머리 추적 기술을 활용하여AirPods Pro는 사용자의 머리를 따라 움직이는 사운드를 제공합니다.이는 마치 온몸을 휘감는 듯한 사운드를 만들어내어,개인 맞춤형 공간 음향을 구현합니다.✅터치제어AirPods Pro는 터치 제어 기능을 통해사용자가 손쉽게 음량을 조절하고미디어를 제어할 수 있습니다.이를 통해 휴대폰을 꺼내지 않고도편리하게 이어폰을 제어할 수 있습니다.✅방진 및 생활 방수 디자인AirPods Pro와 충전 케이스는먼지, 땀, 습기에 강한 방진 및생활 방수 디자인을 갖추고 있어,다양한 환경에서 안정적으로 사용할 수 있습니다.✅마지막으로, Apple Music 6개월 무료 제공AirPods Pro를 구매하면 Apple Music을6개월 동안 무료로 이용할 수 있습니다.AirPods Pro는 최신 기술과 편의 기능을 결합하여사용자에게 우수한 청취 경험을제공하는 탁월한 무선 이어폰입니다.제 리뷰를 읽어주셔서 감사합니다  ╰(✿´⌣`✿)╯♡제 솔직한 리뷰를 보시고 보다 현명하고 합리적인 소비 하시길 바랍니다( ๑ ❛ ڡ ❛ ๑ )❤√ 제 리뷰가 도움이 되셨다면 ""도움이 돼요"" 버튼 한번씩만 눌러주세요! √√ 항상 건강하시고 행복한 나날이 이어지셨으면 좋겠습니다 감사합니다 √",5,2024.03.06
67,막귀였는데 아이 에어팟으로 노래 들어 보곤고민없이 제꺼도 구입했네요 ㅎㅎㅎ삼성러버인데;;; 에어팟은 진짜 인정!!노이즈 캔슬링 진짜 지깁니다.한마디로 돈값하는 제품 ㅋㅋㅋ잘쓰겠습니다.남편도 사달라할듯^^;,5,2024.03.06
68,애플공식사이트에서 구매하면 박스 겉에 얇은 비닐포장된 채로 오는데 여기는 비닐포장이 없고 맨 박스채로만 담겨져 왔네요. 영 깨름칙해요.,2,2024.03.06
69,"갑자기 귀마개한거같이 조용해져서 좀 신기해요.여태 오픈형만 쓴 탓인지 소리가 흐리멍텅하게 들리고 음질이 좋은지 잘 모르겠어요.후기보면서 누가 뜯었던거, 짝짝이, 중고 오면 어쩌나 걱정 좀 했는데 뽁뽁이랑 완충제 포장해서 씰도 온전한 제품으로 잘 받았어요.에어팟2는 제품등록 수동으로 했었는데 이건 자동으로 되네요?기기이상은 1년까진 애케플 없어도 보증된다하니 잘 써보겟습니다.",4,2024.03.06
70,한번 분실했던터라 오래고민하다가 이왕 살꺼 입학전에 사자하고 급하게 주문했는데 반나절도 안돼 도착한거 같아요. 자정지나 인기척이있길래 나갔더니 벌써!!! 로켓배송 만세 사용하면서도 조호았던터라 상품에 대한 설명은 더이상 언급하지않아도 최고입니다. 똑같은건 역시나 고민이 돼서 1세대를 살까.. 디자인이 이뻐서 잠시고민도했는데 귀 모양때문은 1세대는 안맞고 이게 딱이더라구요. 이어폰끝실리콘도 디자인이3개나되서 자신에게 맞는걸로 교체해서 사용하시면 안빠지고 잘 사용할 수 있어요. 구입하시기전에 친구들꺼 껴보든지 매장가서 함 체험해보세요.,5,2024.03.06
71,너무 좋아요 노이즈캔슬링 처음 쓰는데 너무 편하고 밖에 소리 아무 소리도 안나요 ㅠ,5,2024.03.06
72,너무 좋아요잘들어가고 잘 들리고 음질도 좋고편한합니다선물용으로 구매했는데너무 좋아하네요^^,5,2024.03.06
73,일단 음질이 좋고 사용이 편리하네요. 아이폰에는 무조건입니다,5,2024.03.06
74,저렴한 날 잘 잡아서 구입하세요.,5,2024.03.06
75,애가 에어팟을 잃어버려서 바로 구매했는데 완전 만족스럽다네요.,5,2024.03.06
76,막귀라 저게 이거갘고 이게 저거같고 다 거기서 거기라 생각하고 돈도 없는데 그냥 대충 살아가던 에어팟 2세대 쓴 사람입니다 에어팟 본체 잃어버리고 새로 살까 말까 고민 하다가 월급도 받았겠다 큰맘 먹고 샀는데 다들 노이즈캔슬링만 찾는 이유가 있더라구요 그냥 귀때기에 꼽고 노래만 들으면 되지 뭔 노이즈 캔슬링이야 하면서 슬쩍 리뷰 보고 계신 당신 얼른 결제하세요 그냥 삶의 질이 달라집니다 솔직히 더 싼가격에 얘랑 비슷하거나 좋은 애들 많지만 일단 애플이잖아요 걔네보다 감성 +25 보장합니다,5,2024.03.05
77,와 저음 개미쳤네 에어팟2세대에서 갈아탓는데 와 저음이 이런거구나 진짜 처음들었을때 와 미쳤다 ㅋㅋㅋㅋㅋ 빨리사세요지낮 돈 안아까움 진짜 ㄹㅇ미쳤다미친놈이다이거저음미쳤다 데스티니 로저스 -kickin pushin 들어보게요미쳤다와진짜,5,2024.03.05
78,이제 구입한지 한달 약간 넘었는데 한달동안 한쪽이 충전이 안되는 일이 잦아 맘잡고 기기 재연결하는데 연결도 안되고 있습니다. 제품 충격 받은 일 전혀 없구요.제품 불량이 매우 의심됩니다. 한달 넘어서 반품 신청은 안되네요.ㅜ,1,2024.03.05
79,"사실 예전부터 가지고 싶었는데 드디어 소장하게 되서 너무 기쁘구노캔 기능 너무 맘에 들고, 음악과 함께 사는 저에게는 정말 큰 선물입니다 자주 유용하게 사용할 것 같아요 하지만 전 통장..그래도 성능에 비해 가성비도 괜찮고 만족합니당",5,2024.03.05
80,상품이야  사용해보면되고  포장은 개판바람빠진  비닐하나 넣으면  뭐가  나아지는데요? 그걸  포장이라고  하는겁니까 …교육 잘 시켜요.,1,2024.03.05
81,배송도 좋고 잘왔네요~,5,2024.03.05
82,조카 중학교 입학선물로 사주었더니 너무너무 좋아하더라구요...,5,2024.03.05
83,기존에 사용하던 것이 있었는데 이번에 폰을 바꾸면서 새로 구매했어요.  굉장히 만족합니다.,5,2024.03.04
84,에어팟을 산지 4년?? 더 지난거 같기도 하고..아직도 사용은 가능하나 길어야 1시간 들을수있다..출퇴근만 듣는다면 굳이 안사도 괜찮은데 조만간여행을 가서 비행시간동안 쓰려면 필요하다보니남편찬스를 써서 에아팟을 구매!!(남편 최고)근데 받고 쓰자마자 아..왜 요즘 나오는게 좋은 거라는걸다시한번 느꼈다..ㅋㅋㅋㅋㅋ오래된거는 주저 하지말고 바꿔야 한다는걸 다시한번느껴지네요… 일단 쿠팡통해서 주문을 하면 다음날 바로 배송된다는거!!그리고 리퍼가 아닌 새제품!!구성도 똑같아서 굳이 방문하지 않고 쿠팡으로 주문도 너무 편하도 좋아요~~~~구성품은 본체랑 충전선 그리고 이어팁도 들어있어서 자기 귀에 맞춰서 사용하기 좋아요~<,5,2024.03.04
85,역시 에어팟 한번 구매하면 오래쓸 수 있어서 좋아요 전에 산 다른 모델의 에어팟도 3년 넘게 쓰고 있었는데 이번에도 길게 쓸 수 있을 것 같아요 추천합니당,5,2024.03.04
86,성능은 만족하는데 조금 비싸요. 물론 어프라인 매장보다 싸게 샀지만 너무 비싸요. 가성비는 버즈가 훨 이득임,4,2024.03.04
87,배송도 빠르고 만족합니다,5,2024.03.04
88,좋아요!,5,2024.03.04
89,비싼감이 있지만. .. 그만큼 음질이든 음량이든 좋은것 같습니다.타 제품을 사용하다 처음 팟을 이용하는데.. 만족합니다.,5,2024.03.04
90,운동할때 노캔 기능 사용하고싶어서 3세대에서 갈아탔습니다. 역시 최고에요. 근데 주변음 허용모드를 하면 제 귀에서 나는 심박소리가 잘들립니다..,5,2024.03.03
91,"편한 착용감노이즈 캔슬링 최고네요,!",5,2024.03.03
92,진짜 노캔 켜면 에어팟과 나만 있는 느낌이에요 주변 차 소리가 안들려요 그리고 적응형으로 해놓으면 주변이 갑자기 시끄러워지거나 믹서기 같은 갑작스런 소음이 생기면 음악소리도 따라서 높아져요 예전에 타사 이어폰은 믹서기 돌릴때면 음악 소리 안 들렸고 심지어 제일 높게 해놔도 음악소리가 안들려서 핸드폰 음량 최대치인지 확인하고 했었는데 이건 믹서기 돌리기전에 볼륨크기란 똑같은 높이로 귀에 전달해주는게 놀라웠어요 그리고  사람 말소리는 잘 들리고 사람이랑 대화 할때는 음악소리를 줄여줘서 대화에 방해 되지 않네요 전 음악볼륨을 주변 환경에 맞춰주는게 참 신기하더라구요 근데 단점은 배터리가 놀라울 정도네요 겨우 5시간 버텨요 아무것도 안하고 귀에 꽂고만 다녔어요 물론 케이스에 넣고 충전하면 되지만 케이스까지 하면 하루 가요그리고 충전을 그냥 아이폰. 8핀으로 할꺼지 귀찮게 핸드폰은 8핀으로 만들어놓고 이어폰은 왜 c타입으로 하는지 몰라 어차피 에어팟에 기능을 갤럭시폰에서는 못 사용한다며어어어귀찮게 핸드폰 충전할때는 8핀으로 했다가 에어팟 충전할때는 또 c타입으로 바꿔야 되고!! 철가루는 왜 그렇게 잘 달라붙는지 착용전에는 꼭 귀 박박 닦고 손 닦고 아주 뭐 모시고 살아도  너무 쉽게 더러워지네 아주 그냥 이걸로 바다에 바늘도 찾겠어 자석이여 뭐여,5,2024.03.03
93,가격이 비싸지만대체척으로 만족합니다,5,2024.03.03
94,성능은 흠잡을 곳이 없다고 생각하나.. 제품 상태가 좋지 못하네오. 박스도 찌그러져서 오고 더러웠습니다. 앞으로 배송을 신경써줬으면 하네요~ 내부도 철가루 묻어있고.. 실망입니다. 조금 더 상품 관리와 배송에 신경써주세요.,1,2024.03.03
95,인생의 필수품,5,2024.03.03
96,구매한지는 많이 됐지만 후기 남깁니다. 요약해서 말씀드리면 역시! 괜찮았어요. 많은 고민 끝에 구매한건데 고민한 만큼 좋은 제품 구매한것 같아요.,5,2024.03.03
97,"""Apple 2023 에어팟 프로 2세대 USB-C 블루투스 이어폰"" [화이트, MTJV3KH/A] 구매후기 입니다. 아이가 고딩 때부터 아이폰 / 에어팟을 꾸준히 사용했어요. 아이폰을 바꾸면서 에어팟 프로 2세대로 함께 교체하게 되었어요. 에어팟 프로 2세대를 검색해 보니 가격이 저렴한 게 보였는데요. 충전 핀이 다른 경우더라고요. 이 점 잘 확인하시고요~* MTJV3KH/A => 단자 : USB Type-C* MQD83KH/A => 8핀 타입USB-C 타입을 원해서 MTJV3KH/A 로 쿠팡에서 주문했어요. 많은 판매량과 정품의 신뢰 그리고 빠른 배송 모두 만족스러웠어요.  아이가 직접 사용하며 느낀 후기 추가할게요. ------------1. 노이즈캔슬링이라고 완전히 귀가 막힌 답답한 느낌이 아니라 거슬리는 소리만 막아주는 느낌으로 편안하게 노래를 들을 수 있음. 에어팟2(노캔X) -> 에어팟 프로2(노캔O) 로 옮겼는데 생각보다 주변 소리를 잘 인식할 수 있어서 이부분 때문에 에어팟3(노캔X) 사기를 고민하지 않아도 될 듯. 2. 주변 소음 허용 <-> 노이즈 캔슬링 전환하는 버튼? 같은게 에어팟 꼬리 옆쪽에 달려있어서 그부분 꾹 1초정도 누르고 있으면 전환됨. 3. 고무캡을 사이즈 별로 줌. 귓구멍 크기에 따라 바꿔서 끼면 됨. 귓구멍 작다는 소리 들은 본인은 m으로 그대로 쓰는 중인데 되게 편함. xs보다 작은 사람은 거의 없을 듯. 4. 에어팟 두개 다 끼면 이전에 정지되었던 노래 자동으로 다시 재생되서 편리함5. 에어팟2 쓸때는 지하철 등 탈 때 주변 소리 때문에 소리를 계속 키워서 귀가 나빠지는 기분이었는데 노캔 있어서 오히려 소리도 별로 안키우고 고막 보호해주는 느낌 듦6. 전화 기능은 아직 안써봐서 모름.. 에어팟2는 전화할 때 주변 소리가 되게 잘들리고 내 목소리가 작게 들린다는 소리 들었는데 그보단 더 낫지 않을까 싶음. 주변소음 감소 목소리 감지 증가?매우 만족스럽습니다 ^^",5,2024.03.03
98,비싸다는 것 빼고는 맘에 들어요내구성도 좋았으면 좋겠네요,5,2024.03.02
99,"전남친이 사줬던 에어팟1,그리고 이별선물로 받았던 에어팟프로 ㅋㅋㅋㅋ물건은 잘못이 없으니 잘 썼었는데 에어팟프로1가 사용하다가 갑자기 끊어질때도 많고떨어지고 해서 여기저기 상처도 나고 그래가지고새롭게 주문 해 봤어요!!제일 마음에 드는건음악 듣다가 말할 때 소리 낮춰지는거!그거 짱 좋네요!출근길에 음악 들으면서 가는데카페 들려서 커피 사갈 때 간혹 직원 분들이 말을 걸때가 있어요그때마다 음량 줄이고 그랬는데오우 시험 해봤는데 혼잣말 해도 바로 줄어들어요 ㅋㅋㅋㅋ혼잣말을 쫌 줄여야할때가 오기도 했네요 ㅋㅋㅋㅋ엄청 좋아요 왜 진작에 안갔나싶어요!!",5,2024.03.02
