,reviews,ratings,days
63,"저는 밀떡볶이를 매우매우 좋아하는 밀떡파입니다. 요즘 로제떡볶이, 크림떡볶이, 마라떡볶이 등등 그 시대 유행에 따라 다양한 떡볶이가 존재하지만 저는 가장 기본인 고추장 떡볶이를 제일 즐겨먹습니다.특히 초등학교(국민학교)시절 푼돈으로 사먹던 국물 떡볶이는 잊을 수가 없어요. 다른 제품보다 풀무원 제품이 소스가 너무 제 입맛이라 이번에도 재구매합니다^^슈퍼나 마트에서도 구입가능하지만 간혹 3개 묶음으로 싸게 파는때가 있는데 이번에도 그 때를 잘 맞춰서 저렴한 가격으로 세묶음 로켓프레쉬로 구매했습니다.1. 유통기한 -24년 3월 17일2. 구성 -밀떡볶이떡(누들), 국물떡볶이소스(액상), 대파와 양배추고명    * 누들떡볶이라 지름은 1cm정도이고 길이는 18cm에요. 누들떡이라는 재미가 가해져있지만 아이들이나 누들떡이 씹기 불편한 분들은 가위나 칼로 적당한 크기로 썰어드시면 됩니다.   *소스는 액상이에요. 보통 라면스프처럼 가루형이 많은데 액상이라 그런지 좀 더 맛이 나는 것 같습니다.    *라면스프건더기처럼 대파와 양배추 고명이 있습니다만 소량이다보니 집에 뒹구는 야채를 첨가하세요.저는 이전에는 배추나 집에 있는 김장김치를 씻어서 넣었어요. 배추가 주는 단맛이 있거든요. 오늘은 가장 평범하게 대파랑 양파, 어묵, 삶은 계란을 넣었습니다. 3. 맛 -입맛은 어린이도 먹을 수 있는 달콤매콤한 맛입니다. 매콤하다고 써 있지만 요즘 나온 다른 떡볶이에 비해선 맵지도 않은 것 같습니다.4. 조리법 - 라면보다 쉬워요~            물 200cc끓이고 헹궈낸 누들떡, 소스, 고명을 넣어 5~7분간 끓이면 끝!!! 그런데 저는 물을 50~100g정도 더 넣습니다. 5~7분 끓이면 사진에서 보듯이 누들떡이 여전히 허여멀겋더라구요. 소스가 잘 밴다고는 하지만 사실 잘 배어있다는 맛이 안나요. 그래서 약한 불로 좀 더 끓여서 누들떡이 조금 더 빨간색이 날때까지 졸이는게 그러려면 물을 더 넣어야 되더라구요.메뉴얼이 가장 맛있는 법이지만 저는 메뉴얼대로 하기보단 제 입맛에 맛게 약간 바꿉니다.요즘 떡볶이 배달시켜먹으면 배달비까지 비싸잖아요.솔직히 쌀떡이든 밀떡이든 재료비에 비해 떡볶이가 너무 값이 올라가서 이렇게 기본 밀키트에 자기가 좋아하는 재료(달걀, 튀김 등)를 더 넣어 먹는게 가장 좋은 방법 아닐까요?자극적인 떡볶이 양념에 질리신 분들. 가장 기본적이지만 소스가 맛있는 이 밀키트에 집에 있는 재료 더 넣으셔서 맛있게 떡볶이 만들어드세요!*떡 파손을 방지하기 위해 플라스틱 트레이를 넣어서 판매하는게 아닐까 생각되는데...환경보호에도 힘쓰는 기업이 풀무원인데 플라스틱 트레이를 빼거나 종이로 교체하는건 어떨지요",5,2024.02.16
64,펜션놀러갈때 먹으려고 샀는데 친구들 평이 너무 좋아서 집갈때 뭐였냐고 물어보더라구요 ㅋㅋ 라볶이도 해먹고 떡볶이도 해먹고 달달구리하먄서 감칠맛나면서 계속 생각나는 맛이에요 추천,5,2024.02.16
65,조리 간편하고 맛있어서 가끔 구매하는데 할인 뜨길래 바로 주문했어요어묵이랑 파만 살짝 더 추가해서 먹는데 양도 푸짐하고 둘이서 아주 배 터지게 먹어요,5,2024.02.16
66,좀 덜 달면 좋겠어요,3,2024.02.15
67,타사 키트에 비해서 아쉽다. 싱겁게 먹고싶은사람추천,2,2024.02.14
68,시판 떡볶이 여러개 사먹어봤는데 요거 맛있네요특히 크기가 적어서 한입에 먹기 좋아 아이도 잘 먹어요양념도 크게 맵지않고 적당해서 맛있게 먹을수 있어 좋아요,5,2024.02.14
69,떡볶이 국물이 너무  먹고싶은건 나뿐인가??달짝 매콤이 땡길때  날 만족시켜주는 맛먹고나면 기분조아지는맛 중독되는 맛 탱글 쫠깃 면이 매력있어요,5,2024.02.12
70,조리 간편하고 한 번씩 사다 먹는데 맛있어요~,5,2024.02.12
71,조리는 엄청 간단하지만단맛만 너무 강하게 느껴져서 개인적인 입맛에는 맞지 않았음,2,2024.02.11
72,아이들 최애 간식입니다^^  제가 살떡볶이보다는 밀떡볶이를 더 좋아해서아이들도  밀떡볶이로 구입해서 먹이고 있답니다!말랑말랑한 떡이~~ 떡이 얇은 편의 밀 누들로 되어 있어 국물이 잘 배어요~~그리고 이 제품은 순한 맛 떡볶이라서.. 그리 맵지않고 달콤해서아이들이 먹기에도 좋아용^^ 어묵이랑 치즈떡 추가하면 4인 가족 충분해서 한 끼  떼우기에 넉넉합니다^^,5,2024.02.11
73,다른 재료를 첨가해도 맛이 변하지 않고양념맛이 매은맛이 튀지도 않고딱 좋아요 다른 떡볶이들은 제생각에 매운맛이 다른맛에 비해 튀어서 다른맛이 잘 안느껴진달까 그런데 이건 그렇지 않음취향따라 매콤하게 먹고 싶을때 청량고추나 매운고추가루 추가해도 되지 않을까 싶음양념이 충분해서 양배추랑 오뎅 더 넣고 끓임원래 표시된 물양보다 더 넣고 더 오래 조리해야 떡이 물러짐개인적인 취향으로는 떡이 너무 탱글함쫄깃함을 넘어서는 탱글함이라 아쉽다일반 밀떡정도의 탱글함이었다면 5점줬을듯,4,2024.02.11
74,오뎅에 삶계만 추가하면 왠만한 분식집보단 낫네요 또 구매할께요,5,2024.02.11
75,잘먹고있어요.,3,2024.02.10
76,"떡볶이 먹고 싶어서 구매했는데 맛 괜찮네요.밀 떡볶이가 길고 얇아서 더 맛있어요.국물이 단 맛도 있으면서 매콤해서 맛나더라고요.저는 양배추만 조금 더 넣어 조리했는데요.어묵, 파 더 넣으면 더 맛있을 것 같아요.모짜렐라 치즈 얹어 먹어도 맛있어요.",5,2024.02.09
77,"풀무원 밀 누들 국물떡볶이는 나의 최근 경험 중 하나로, 이 제품에 대한 솔직한 후기를 공유하고자 한다.우선, 이 제품은 손쉽게 조리가 가능하다. 물에 끓인 후 누들과 소스를 넣고 조리하기만 하면 되기 때문에 간편하게 요리를 할 수 있다. 또한, 조리 시간이 짧아서 급하게 식사를 해결해야 할 때 특히 유용하다.맛 또한 좋았다. 국물의 맛이 특히 돋보였는데, 적당한 매운맛과 감칠맛이 일품이었다. 국물과 밀 누들이 잘 어우러져서 한 입 베어먹을 때마다 입안이 가득한 풍미가 느껴졌다. 특히나 추운 날씨에는 이런 따뜻한 국물 요리가 정말 꼭 필요했다.밀 누들의 식감도 매우 만족스러웠다. 탄탄한 식감과 부드러운 씹는 느낌이 일품이었고, 쫄깃한 식감이 입안에서 잘 느껴졌다. 누들이 너무 끓어지거나 부풀어 오르지 않아서 떡볶이와 함께 먹을 때 더욱 조화로웠다.또한, 이 제품은 포장이 매우 편리하다. 개별 포장된 누들과 소스가 따로 포장되어 있어서 보관과 관리가 용이하다. 냉동보관이 가능하므로 여러 개를 한꺼번에 구입하여 오랫동안 저장해두어도 문제가 없다.하지만, 소스의 양이 다소 적었다는 점이 아쉬웠다. 개인적으로는 좀 더 푸짐한 소스가 있었으면 좋겠다고 생각했다. 소스가 부족하다 보니 누들을 먹을 때마다 추가적으로 소스를 넣어야 했는데, 이는 조리 과정을 조금 더 복잡하게 만들었다.또한, 가끔씩 밀 누들의 식감이 조금 부실한 경우가 있었다. 제품을 조리할 때 조리 시간을 정확하게 맞추지 않으면 누들의 식감이 부족하거나 불편한 경우가 있었다. 따라서 조리 시간을 주의깊게 지켜야 했다.종합하자면, 풀무원 밀 누들 국물떡볶이는 편리하고 맛있는 요리 제품으로, 특히나 국물의 맛과 밀 누들의 식감이 일품이다. 편리한 포장과 간편한 조리 방법으로 여러모로 매우 만족스러운 제품이었다. 다만 소스의 양이 부족하고 누들의 식감이 조리에 따라 다를 수 있다는 점이 아쉬웠다. 전반적으로는 매우 좋은 제품이며, 앞으로도 자주 구입하여 즐겨 먹을 것이다",4,2024.02.09
78,"젤로 맛없다다른 브랜드가 훨 맛있다, 국*떡볶이가 낫다",2,2024.02.09
79,유통기한이 많이 짧네요.아쉽 아쉽!좋아하는 떡볶이인데 조금 덜 매웠으면 좋겠어요 ㅎㅎ,3,2024.02.08
80,시판 중에.양념의 인공적인 맛(?)에 덜하고 똑도 부드러워서 먹기 좋아요.. 야채 . 어뮥 더하고.. 업소 맛 느끼려거 후추 팍팍해서 먹기도 합니다. 조리 간단하고 냉동 떡 냄새 거의 없는 점도 만족스럽습니다.,5,2024.02.06
81,"1. 소비기한 : 24년 2월 5일 도착기준 24년 3월 13일까지 입니다. 떡은 24년 3월 16일, 떡볶이소소 24년 4월 16일, 건조대파 24년 11월 8일까지 입니다.2. 조리법 : 떡을 물에 불린 후 냄비에 소스를 넣고 끓입니다. 소스에 떡과 건조대파를 넣고 끓이면 완성이에요. 저는 떡을 불리는 과정은 생략하는데도 금새 잘익고 떡도 딱딱하지 않아요.3. 맛 : 초등 아이들 먹을꺼라서 소스는 3분의 2만 사용하니깐 맵기가 알맞았어요. 소스가 진짜 맛있어서 애들이 참 잘먹어요.총평 : 방학내내 누들 떡볶이 찾아서 이제는 한번에 두개씩 구매합니다. 애들 최애 간식 되었어요.",5,2024.02.05
82,맛나니.계속주문하게되네요,5,2024.02.04
83,너무 맵지도 않고 국물도 적당해서 오뎅이나 튀김 묻혀먹기도 좋음. 떡볶이만 먹음 양은 부족한 느낌,5,2024.02.04
84,생각보다 넘  맛있어요 떡볶이를  즐기진않지만  넘  맛있어요 다시  재구매 할께요,5,2024.02.03
85,떡이 길고 쫀득쪽든해서 맛있어요 그리고 많이 맵지도 않아요,4,2024.02.02
86,가격이 저렴해서 그런지 막 맛있다 그런 맛은 아니네요그냥 편하게 한끼 때우긴 좋아요 ㅎㅎ,3,2024.02.01
87,풀무원 떡볶이 자주 먹는데.. 이거 진짜 맛있어요.양배추.대파 넣고 끓여먹으면 더 맛나요~~,5,2024.01.31
88,누들떡뽁이 처음구매해바요맛은 생각햇던거보다 괜찮아요2인분용은 아닌듯 ㅎ 전 혼자 다 먹어버렸습니다,4,2024.01.31
89,국물떡볶이 너무 맛있어요^^최고,5,2024.01.31
90,"우리 가족들은 떡볶이를 참 좋아한다.그래서 나는 최소한 일주일에 1번 이상은 꼭 떡볶이를 가족들에게 요리를 해준다.나는 이런 시판 떡볶이에다가 여러 재료를 좀 더 넣어서 먹는 것이조리가 간편하고 맛이 있어서 좋더라.나는 떡볶이에 삶은 계란2개, 비엔나 쏘세지, 어묵을 꼭 넣어준다.그리고마지막에 가스불을 끄고서매실청을 한숟가락 넣고, 참기름을 휘리릭 둘러준다.그러면진짜 맛있는 떡볶이가 완성이 된다.나는 여러 브랜드들의 떡볶이를 먹어보았다.시판 떡볶이들은 대분분 맛이 있었다.그 중에서도 이 풀무원것은   맵지 않아서 초등학생 들이 먹기에 좋았다.그리고쌀떡보다는 밀로 만든 떡볶이가떡에 양념이 잘 배이고,또 식어도 떡이 굳지를 않아서 좋았다.나는 이 떡볶이가 맛이 있어서 앞으로도 쭈욱 재구매를 할 생각이다.나는 다른 사람에게도 이 떡볶이를 적극 추천한다.######이상 내돈 내산 구매후기 입니다.제 리뷰가 구매에 도움이 되셨다면~도움돼요~를 부탁드립니다.오늘 좋은하루되세요.감사합니다 ❤️",5,2024.01.30
91,받고 바로 조리해서 먹었어요^^떡은 일부러 이렇게 길쭉한걸로 선택했어요~더 쫄깃하고 맛있어보여서요^^생각대로 맛있네요~조리도 간편하고..저는 양배추랑 오뎅을 추가로 넣었는데아이들도 잘 먹었어요~다음에 또 주문하려 합니닷,5,2024.01.30
92,밀 누들 국물떡볶이 2인분에 대한 후기입니다.쫀득한 식감의 길쭉한 비주얼 떡볶이입니다.매콤달콤 국물 떡볶이 채소나 당면 등 추가해서 먹어도 맛있어요.말랑말랑 쫀득한 식감이 좋고 길쭉한 모양의 떡볶이 후루룩~먹는 재미가 있어요.간편식으로 조리하기 넘 쉬워요.조리법도 자세히 설명되어 있어 누구나 쉽게 조리할 수 있습니다.배송완료 : 2024.01.22소비기한 : 2024.02.29냉장보관 상품으로 바로 조리할 수 있어요.비교적 소비기한도 넉넉합니다.간식이나 한끼 식사로도 충분합니다.,5,2024.01.30
93,"풀무원 밀 누들 국물떡볶이 2인분, 423.5g, 2개 제품을 직접 구매해서 요리하고 먹어본후 적는 솔직한 리뷰입니다.제 후기가 구매하시는데 도움이 되시길 바래요!!누들 떡볶이~~  아이들이 정말 좋아하는 메뉴예요~~항상 마트에서 사다가 냉장고에 쟁여놓고 먹는 아이들 최애 간식중에 하나죠!!쿠팡 검색하다가 마감세일에 누들 떡볶이가 떳길래 얼른 주문했드랬죠~~ㅎㅎㅎ누들 국물 떡볶이는 떡만 들어있어요~오뎅이랑 파랑 소세지, 삶은계란 등등 기호에 맞게 내용물을 더 추가해서 2인분인데 4인분처럼 만들어 먹고 있답니다.ㅎㅎㅎ양을 많이 하면 양념이 좀 모자라는데 집에 있는 고추장 좀 더 넣고 간 맞춰서 요리해먹어요..^^많이 맵진 않아요~매운거 못먹는 중딩 딸래미가 아주 좋아하는 맛이예요~ ㅎㅎ떡이 누들 떡이라 얇고 길어서 면같은 느낌을 주는 떡이구요~요 누들떡 알고부터는 떡볶이 할때 누들떡볶기만 찾네요...ㅎㅎ소비기한도 1달정도로 넉넉해서 냉장고에 쟁여두고 먹기 좋아요~~~",5,2024.01.30
94,초등 아이들 긴 방학동안 간식으로 구매했습니다. 어묵만 추가해서 조리하니 조리가 간편하고 양념이 자극적이지않고 넘 맵지않아 아이들도 잘먹습니다.,5,2024.01.30
95,재택근무를 하는데.장보러 나갈수가 없고ㅜㅜ그럴때이렇게 쿠팡이 있으니 12시간 넘기전에 다음날 먹을 수있는 식재료나 필요물품을 고르고 다음날 받을수 있다는 건 바쁜 워킹맘에게 최고이네요 재품들이 신선하고 너무 좋아요 적극추천합니다^^,5,2024.01.29
96,양념하고 떡만 들어있지만 그렇게만 먹어도 충분히 맛있습니다. 요리를 못하는데도 조리하기 쉽습니다,5,2024.01.29
97,떡볶이를 좋아하는 아이들 때문에 세일할 때주기적으로 구입하고 있어요저는 쌀보다 밀로 만든 떡이 더 맛있더라구요떡이 길죽 길죽 해서 굵은 우동 같기도 하고 식어도불지않고 쫄깃 하니 맛있네요2인분이긴 한대 삶은 계란이랑 어묵을 추가해서다른 분식과 곁들이면 4인까지도 가능 해서 한끼식사로 좋아요간식 찾는데 뭐 해 줄 것 없을때 물만 붓고들어있는거 넣고 끓이기만 해도 떡볶이가 완성되니 간단하면서도 맛있고 편리해서 자주 먹습니다맛있는 밀떡볶이 강력 추천드려요:D,5,2024.01.29
98,추천.                                                                  추천 .                                                                                                            지인에게 적극 추천하고 싶습니다..너무 만족합니다..                                 조금이라도 도움이 되셨으면 좋겠습니다.                                                                       저렴하게 잘 구입해서 너무 좋아요.                                                                                감사합니다..,5,2024.01.29
99,양념이 제겐 좀 싱겁네요치즈 두장 넣어서  조리하니  간이 좀 되네요,4,2024.01.28
